,mouse,date_of_birth,treatment,injection_time,notes,image,video,recording,camera,year,month,day,hour,minutes,seconds,animal,start,end,discard,Notes,video_time,label
224,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame26280.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
225,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame14540.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
226,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame01830.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
227,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame08810.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
228,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame20150.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
229,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame26290.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
230,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame13820.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
231,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame14140.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
232,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame14430.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
233,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame04150.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
234,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame16540.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
235,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame26130.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
236,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame23060.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
237,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame10290.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
238,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame10910.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
239,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame26250.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
240,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame24490.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
241,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame04740.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
242,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame23670.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
243,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame16620.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
244,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame08230.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
245,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame24080.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
246,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame22630.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
247,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame05270.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
248,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame18220.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
249,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame24240.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
250,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame18750.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
251,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame25360.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
252,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame02640.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
253,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame25200.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
254,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame02330.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
255,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame18340.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
256,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame24320.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
257,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame25980.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
258,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame25930.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
259,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame18870.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
260,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame26140.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
261,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame23560.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
262,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame17160.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
263,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame18520.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
264,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame24540.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
265,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame11060.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
266,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame14130.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
267,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame16900.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
268,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame13850.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
269,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame26790.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
270,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame24150.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
271,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame26590.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
272,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame18330.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
273,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame26180.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
274,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame18720.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
275,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame24230.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
276,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame08730.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
277,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame01700.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
278,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame09360.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
279,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame22640.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
280,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame08240.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
281,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame20490.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
282,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame22250.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
283,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame13270.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
284,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame04730.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
285,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame18480.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
286,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame18490.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
287,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame26230.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
288,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame01670.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
289,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame09760.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
290,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame08720.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
291,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame18240.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
292,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame18730.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
293,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame12180.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
294,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame24340.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
295,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame14530.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
296,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame16870.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
297,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame24140.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
298,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame13840.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
299,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame14120.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
300,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame21400.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
301,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame24550.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
302,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame21830.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
303,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame02970.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
304,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame23160.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
305,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame24380.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
306,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame15820.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
307,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame23970.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
308,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame24560.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
309,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame18500.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
310,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame23540.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
311,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame00170.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
312,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame14930.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
313,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame22500.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
314,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame12170.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
315,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame09750.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
316,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame11080.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
317,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame22660.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
318,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame08710.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
319,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame17180.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
320,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame02980.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
321,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame18700.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
322,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame24370.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
323,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame24360.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
324,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame02990.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
325,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame09350.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
326,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame08270.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
327,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame01320.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
328,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame23630.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
329,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame03090.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
330,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame07590.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
331,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame12160.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
332,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame00000.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
333,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame23550.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
334,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame15790.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
335,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame21390.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
336,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame18510.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
337,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame11050.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
338,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame10560.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
339,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame17780.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
340,m1,18 April 2022,mid,12:23,,m1_rec1_preinjection/frame04770.png,m1_rec1_preinjection,1,Basler_acA1920-40um,2022,6,13,12,5,31,m1,0:46,-1,,,12:05,0.0
